lat,lng,State,country,city_ascii
2.3834,20.42,,Congo (Kinshasa),Binga
2.4002,32.8003,,Uganda,Kole
2.42,-76.61,,Colombia,Popayan
2.4704,31.48,,Uganda,Pakwach
2.4758,31.1025,,Uganda,Nebbi
2.5004,33.5007,,Uganda,Otuke
2.5135,30.9091,,Uganda,Zombo
2.5403,34.64,,Uganda,Moroto
2.5604,-77.86,,Colombia,Guapi
2.57,-72.64,,Colombia,San Jose del Guaviare
2.6131,32.3369,,Uganda,Palenga
2.6342,32.0011,,Uganda,Nwoya
2.6717,72.8936,,Maldives,Kudahuvadhoo
2.69,-75.33,,Colombia,Campoalegre
2.7017,33.6761,,Uganda,Abim
2.7105,101.94,,Malaysia,Seremban
2.7405,23.78,,Congo (Kinshasa),Aketi
2.76,27.62,,Congo (Kinshasa),Isiro
2.767,45.5166,,Somalia,Jawhar
2.78,32.28,,Uganda,Gulu
2.7837,44.0833,,Somalia,Buurhakaba
2.8139,31.9387,,Uganda,Amuru
2.8161,-60.666,,Brazil,Boa Vista
2.82,24.74,,Congo (Kinshasa),Buta
2.8338,33.3336,,Uganda,Agago
2.9,11.15,,Cameroon,Ebolowa
2.914,101.7019,,Malaysia,Putrajaya
2.9217,73.5811,,Maldives,Muli
2.931,-75.3302,,Colombia,Neiva
2.9404,9.91,,Cameroon,Kribi
2.9806,34.1331,,Uganda,Kotido
3.0204,30.9,,Uganda,Arua
3.0204,101.55,,Malaysia,Klang
3.04,29.53,,Congo (Kinshasa),Watsa
3.05,33.2167,,Uganda,Pader
3.0567,72.89,,Maldives,Nilandhoo
3.0667,101.55,,Malaysia,Shah Alam
3.12,43.65,,Somalia,Baidoa
3.1664,113.036,,Malaysia,Bintulu
3.1667,101.7,,Malaysia,Kuala Lumpur
3.1738,-65.5466,,Venezuela,La Esmeralda
3.2167,-51.2167,,Brazil,Vila Velha
3.26,19.77,,Congo (Kinshasa),Gemena
3.2704,30.9553,,Uganda,Maracha
3.3004,32.87,,Uganda,Kitgum
3.327,42.227,,Somalia,Garbahaarrey
3.3404,20.87,,Congo (Kinshasa),Businga
3.3614,31.8097,,Uganda,Adjumani
3.39,-59.8,,Guyana,Lethem
3.4,-76.5,,Colombia,Cali
3.4136,30.9599,,Uganda,Koboko
3.45,8.55,,Equatorial Guinea,Luba
3.4651,31.2469,,Uganda,Yumbe
3.4718,73.547,,Maldives,Felidhoo
3.5204,11.5,,Cameroon,Mbalmayo
3.5204,34.12,,Uganda,Kaabong
3.5297,32.8016,,Uganda,Lamwo
3.5337,16.0666,,Central African Republic,Nola
3.6,32.05,,South Sudan,Nimule
3.6504,10.7666,,Cameroon,Eseka
3.6504,31.72,,Uganda,Moyo
3.6604,18.62,,Congo (Kinshasa),Libenge
3.6904,-73.69,,Colombia,San Martin
3.75,8.7833,,Equatorial Guinea,Malabo
3.7571,72.9689,,Maldives,Mahibadhoo
3.7666,47.3,,Somalia,Mereeg
3.7927,101.8423,,Malaysia,Raub
3.8005,10.12,,Cameroon,Edea
3.8005,42.55,,Somalia,Luuq
3.81,23.67,,Congo (Kinshasa),Bondo
3.83,103.32,,Malaysia,Kuantan
3.85,-54.2333,,Suriname,Cottica
3.854,-67.9061,,Colombia,Inirida
3.8667,11.5167,,Cameroon,Yaounde
3.8704,18,,Central African Republic,Mbaiki
3.8724,-77.0505,,Colombia,Buenaventura
3.9105,-51.81,,French Guiana,Saint-Georges
3.9837,13.1833,,Cameroon,Abong Mbang
4.0119,101.0314,,Malaysia,Teluk Intan
4.0304,9.19,,Cameroon,Limbe
4.0604,9.71,,Cameroon,Douala
4.09,-72.96,,Colombia,Puerto Lopez
4.0904,-76.21,,Colombia,Tulua
4.0904,30.68,,South Sudan,Yei
4.1533,-73.635,,Colombia,Villavicencio
4.155,9.231,,Cameroon,Buea
4.1667,73.4999,,Maldives,Male
4.1833,42.0833,,Ethiopia,Dolo Bay
4.1833,43.8667,,Somalia,Xuddur
4.184,102.042,,Malaysia,Kuala Lipis
4.1904,19.88,,Congo (Kinshasa),Bosobolo
4.2332,103.4479,,Malaysia,Cukai
4.25,15.78,,Central African Republic,Berberati
4.2631,72.9919,,Maldives,Rasdhoo
4.271,117.896,,Malaysia,Tawau
4.2904,21.0199,,Congo (Kinshasa),Gbadolite
4.31,-74.81,,Colombia,Girardot
4.32,21.18,,Central African Republic,Mobaye
4.329,18.5284,,Central African Republic,Bimbo
4.3303,18.615,,Congo (Kinshasa),Zongo
4.3666,18.5583,,Central African Republic,Bangui
4.3742,73.6517,,Maldives,Thulusdhoo
4.3754,-7.717,,Liberia,Harper
4.3999,113.9845,,Malaysia,Miri
4.4118,32.5705,,South Sudan,Torit
4.4337,14.3666,,Cameroon,Batouri
4.4389,-75.2322,,Colombia,Ibague
4.5343,-75.6811,,Colombia,Armenia
4.5704,7.56,,Nigeria,Ikot Abasi
4.5705,28.4163,,South Sudan,Yambio
4.5804,13.68,,Cameroon,Bertoua
4.5856,114.2019,,Brunei,Kuala Belait
4.5964,-74.0833,,Colombia,Bogota
4.6,101.065,,Malaysia,Ipoh
4.6404,9.44,,Cameroon,Kumba
4.7086,115.0717,,Brunei,Bangar
4.73,-52.33,,French Guiana,Roura
4.7338,22.8166,,Central African Republic,Bangassou
4.74,45.2,,Somalia,Beledweyne
4.75,-75.91,,Colombia,Cartago
4.7504,11.23,,Cameroon,Bafia
4.7704,-6.64,,Côte D’Ivoire,San-Pedro
4.7721,33.5902,,South Sudan,Kapoeta
4.7946,-71.34,,Colombia,Orocue
4.8,-8.1667,,Liberia,Barclayville
4.8028,114.6492,,Brunei,Tutong
4.81,7.01,,Nigeria,Port Harcourt
4.8104,-75.68,,Colombia,Pereira
4.83,31.58,,South Sudan,Juba
4.865,100.72,,Malaysia,Taiping
4.8833,114.9333,,Brunei,Bandar Seri Begawan
4.9151,29.4769,,South Sudan,Maridi
4.9267,6.2676,,Nigeria,Yenagoa
4.933,-52.33,,French Guiana,Cayenne
4.9337,13.3,,Cameroon,Belabo
4.9337,15.8666,,Central African Republic,Carnot
4.9433,-1.704,,Ghana,Sekondi
4.9504,-6.0833,,Côte D’Ivoire,Sassandra
4.9604,8.33,,Nigeria,Calabar
4.9604,9.94,,Cameroon,Nkongsamba
5.008,7.85,,Nigeria,Uyo
5.0111,-9.0388,,Liberia,Greenville
5.02,-55.17,,Suriname,Brownsweg
5.0292,119.7731,,Philippines,Bongao
5.0337,25.1333,,Central African Republic,Zemio
5.0404,-55.02,,Suriname,Brokopondo
5.0464,118.336,,Malaysia,Lahad Datu
5.06,-75.52,,Colombia,Manizales
5.1004,7.35,,Nigeria,Aba
5.1038,73.0699,,Maldives,Eydhafushi
5.1104,-1.25,,Ghana,Cape Coast
5.16,-52.6499,,French Guiana,Kourou
5.1704,10.18,,Cameroon,Bafang
5.1903,-74.75,,Colombia,Honda
5.1974,-7.8758,,Liberia,Fish Town
5.2004,-3.75,,Côte D’Ivoire,Grand-Bassam
5.2667,-59.15,,Guyana,Mahdia
5.267,17.65,,Central African Republic,Bossembele
5.2803,115.2475,,Malaysia,Labuan
5.3166,39.5833,,Ethiopia,Negele
5.32,-4.04,,Côte D’Ivoire,Abidjan
5.3204,-4.3899,,Côte D’Ivoire,Dabou
5.3261,163.0083,,"Micronesia, Federated States Of",Tofol
5.3304,103.12,,Malaysia,Kuala Terengganu
5.347,-72.406,,Colombia,Yopal
5.3504,-0.63,,Ghana,Winneba
5.38,-52.96,,French Guiana,Sinnamary
5.4,26.5,,Central African Republic,Obo
5.4136,100.3294,,Malaysia,George Town
5.4171,100.4,,Malaysia,Butterworth
5.43,-58.25,,Guyana,Ituni
5.4442,73.3662,,Maldives,Naifaru
5.465,-9.578,,Liberia,Cestos City
5.4667,-3.2,,Côte D’Ivoire,Aboisso
5.4804,-53.22,,French Guiana,Iracoubo
5.4904,10.4099,,Cameroon,Bafoussam
5.493,7.026,,Nigeria,Owerri
5.4976,-54.0325,,French Guiana,Saint-Laurent-du-Maroni
5.5,-54.05,,Suriname,Albina
5.52,5.76,,Nigeria,Warri
5.532,7.486,,Nigeria,Umuahia
5.55,-0.2167,,Ghana,Accra
5.5504,-73.37,,Colombia,Tunja
5.6,-55.2,,Suriname,Onverwacht
5.617,23.3167,,Central African Republic,Yakossi
5.6204,-73.8199,,Colombia,Chiquinquira
5.63,-54.41,,Suriname,Moengo
5.6404,0.01,,Ghana,Tema
5.6497,100.4793,,Malaysia,Sungai Petani
5.6639,-67.6236,,Venezuela,Puerto Ayacucho
5.6681,73.0302,,Maldives,Un'goofaaru
5.6852,-77.2745,,Colombia,Nuqui
5.6904,-76.66,,Colombia,Quibdo
5.7,-55.2333,,Suriname,Lelydorp
5.7166,-75.3166,,Colombia,Sonson
5.72,-72.94,,Colombia,Sogamoso
5.7304,10.9,,Cameroon,Foumban
5.7338,19.0833,,Central African Republic,Sibut
5.742,46.508,,Somalia,Dhuusamarreeb
5.7504,8.9833,,Cameroon,Aiyomojok
5.762,20.6672,,Central African Republic,Bambari
5.7669,73.4136,,Maldives,Manadhoo
5.7837,7.0333,,Nigeria,Orlu
5.7904,-6.61,,Côte D’Ivoire,Soubre
5.797,-55.481,,Suriname,Groningen
5.8305,-73.02,,Colombia,Duitama
5.835,-55.167,,Suriname,Paramaribo
5.839,-5.36,,Côte D’Ivoire,Divo
5.843,118.108,,Malaysia,Sandakan
5.8811,-10.0447,,Liberia,Buchanan
5.8904,-56.32,,Suriname,Totness
5.8904,5.68,,Nigeria,Sapele
5.9,-57.17,,Guyana,Princetown
5.91,-55.07,,Suriname,Nieuw Amsterdam
5.9161,-10.0525,,Liberia,Upper Buchanan
5.9403,-4.28,,Côte D’Ivoire,Agboville
5.949,80.5428,,Sri Lanka,Matara
5.95,15.6,,Central African Republic,Bouar
5.95,43.45,,Ethiopia,Gode
5.9504,-56.99,,Suriname,Nieuw Nickerie
5.96,10.15,,Cameroon,Bamenda
5.98,116.11,,Malaysia,Kota Kinabalu
5.99,-58.27,,Guyana,Linden
6.03,80.24,,Sri Lanka,Galle
6.04,37.55,,Ethiopia,Arba Minch'
6.0522,121.0022,,Philippines,Jolo
6.0704,-8.13,,Liberia,Zwedru
6.0904,-0.26,,Ghana,Koforidua
6.1018,125.2905,,Philippines,Alabel
6.1108,125.1747,,Philippines,General Santos
6.1133,100.3729,,Malaysia,Alor Setar
6.12,102.23,,Malaysia,Kota Bharu
6.1319,1.2228,,Togo,Lome
6.1404,6.78,,Nigeria,Onitsha
6.1504,-5.88,,Côte D’Ivoire,Gagnoa
6.1509,73.2901,,Maldives,Funadhoo
6.185,-67.493,,Colombia,Puerto Carreno
6.1904,-1.66,,Ghana,Obuase
6.1985,6.7274,,Nigeria,Asaba
6.2058,-2.4894,,Ghana,Sefwi Wiawso
6.2072,31.5591,,South Sudan,Bor
6.2104,7.07,,Nigeria,Awka
6.2204,10.68,,Cameroon,Kumbo
6.25,-57.53,,Guyana,New Amsterdam
6.2541,124.9922,,Philippines,Koronadal
6.275,-75.575,,Colombia,Medellin
6.3106,-10.8048,,Liberia,Monrovia
6.317,16.3833,,Central African Republic,Bozoum
6.3249,8.1137,,Nigeria,Abakaliki
6.33,-75.57,,Colombia,Bello
6.3405,5.62,,Nigeria,Benin City
6.3604,2.09,,Benin,Ouidah
6.3909,-57.6038,,Guyana,Fort Wellington
6.4,2.52,,Benin,Cotonou
6.4004,10.07,,Cameroon,Wum
6.4104,-58.63,,Guyana,Bartica
6.4104,38.31,,Ethiopia,Dila
6.415,125.6117,,Philippines,Malita
6.4318,101.8214,,Thailand,Narathiwat
6.433,100.19,,Malaysia,Kangar
6.4333,-10.6,,Liberia,Bensonville
6.4433,3.3915,,Nigeria,Lagos
6.45,7.5,,Nigeria,Enugu
6.4603,-73.27,,Colombia,Socorro
6.4603,-71.74,,Colombia,Tame
6.467,12.6333,,Cameroon,Tibati
6.4804,-74.42,,Colombia,Puerto Berrio
6.4833,2.6166,,Benin,Porto-Novo
6.4837,17.45,,Central African Republic,Bossangoa
6.5205,14.29,,Cameroon,Meiganga
6.526,-10.349,,Liberia,Kakata
6.5333,21.9833,,Central African Republic,Bria
6.5505,-7.49,,Côte D’Ivoire,Guiglo
6.5505,-0.78,,Ghana,Nkawkaw
6.5505,101.2851,,Thailand,Yala
6.552,-5.019,,Côte D’Ivoire,Toumodi
6.5965,3.3421,,Nigeria,Ikeja
6.6004,0.47,,Ghana,Ho
6.615,1.715,,Benin,Lokossa
6.6167,100.0667,,Thailand,Satun
6.6223,73.0702,,Maldives,Kulhudhuffushi
6.6294,124.6051,,Philippines,Isulan
6.6505,-4.71,,Côte D’Ivoire,Dimbokro
6.69,-1.63,,Ghana,Kumasi
6.693,80.386,,Sri Lanka,Ratnapura
6.7041,121.9712,,Philippines,City of Isabela
6.7304,-3.49,,Côte D’Ivoire,Abengourou
6.7333,-61.6333,,Venezuela,El Dorado
6.7362,2.6587,,Benin,Sakete
6.7497,125.3572,,Philippines,Digos
6.7504,38.41,,Ethiopia,Yirga `Alem
6.7533,-11.3686,,Liberia,Robertsport
6.77,47.43,,Somalia,Gaalkacyo
6.7804,79.88,,Sri Lanka,Moratuwa
6.8,29.6833,,South Sudan,Rumbek
6.802,-58.167,,Guyana,Georgetown
6.8036,-2.5172,,Ghana,Goaso
6.8093,-58.198,,Guyana,Vreed-en-Hoop
6.8167,1.7833,,Benin,Dogbo
6.8184,-5.2755,,Côte D’Ivoire,Yamoussoukro
6.8204,3.92,,Nigeria,Ijebu-Ode
6.864,101.25,,Thailand,Pattani
6.8647,124.4417,,Philippines,Shariff Aguak
6.867,7.3834,,Nigeria,Nsukka
6.8706,-10.8211,,Liberia,Tubmanburg
6.8874,73.114,,Maldives,Dhihdhoo
6.89,-6.45,,Côte D’Ivoire,Daloa
6.9,37.75,,Ethiopia,Sodo
6.9,79.95,,Sri Lanka,Sri Jayewardenepura Kotte
6.9004,0.63,,Togo,Kpalime
6.9166,158.15,,"Micronesia, Federated States Of",Palikir
6.92,122.08,,Philippines,Zamboanga City
6.932,79.8578,,Sri Lanka,Colombo
6.9551,126.2166,,Philippines,Mati
6.9639,158.2083,,"Micronesia, Federated States Of",Kolonia
6.978,-5.748,,Côte D’Ivoire,Bouafle
6.9804,19.18,,Central African Republic,Kaga Bandoro
6.9837,81.0499,,Sri Lanka,Badulla
6.9964,100.4714,,Thailand,Hat Yai
7.0083,125.0894,,Philippines,Kidapawan
7.01,39.97,,Ethiopia,Goba
7.0104,-9.49,,Liberia,Gbarnga
7.0123,-7.4864,,Côte D’Ivoire,Bangolo
7.0306,-75.5905,,Colombia,Yarumal
7.06,38.477,,Ethiopia,Awasa
7.0667,-10.4875,,Liberia,Bopolu
7.09,-73.85,,Colombia,Barrancabermeja
7.0904,4.84,,Nigeria,Ondo
7.0907,-70.7616,,Colombia,Arauca
7.103,171.38,,Marshall Islands,Majuro
7.11,125.63,,Philippines,Davao
7.1104,6.7399,,Nigeria,Idah
7.1217,-77.7564,,Colombia,Jurado
7.1301,-73.1259,,Colombia,Bucaramanga
7.1604,3.35,,Nigeria,Abeokuta
7.1904,1.99,,Benin,Abomey
7.1904,8.13,,Nigeria,Otukpo
7.2004,5.59,,Nigeria,Owo
7.2004,38.59,,Ethiopia,Shashemene
7.21,100.56,,Thailand,Songkhla
7.2169,124.2484,,Philippines,Cotabato
7.24,-70.74,,Venezuela,Guasdualito
7.2504,5.2,,Nigeria,Akure
7.2635,-58.4804,,Guyana,Anna Regina
7.2704,-58.5001,,Guyana,Anna Regina
7.28,80.67,,Sri Lanka,Kandy
7.3204,13.58,,Cameroon,Ngaoundere
7.336,-2.336,,Ghana,Sunyani
7.3452,134.4695,,Palau,Koror
7.3504,-62.5333,,Venezuela,El Manteco
7.371,-8.685,,Liberia,Sanniquellie
7.38,3.93,,Nigeria,Ibadan
7.3821,125.8017,,Philippines,Magugpo Poblacion
7.3904,-72.66,,Colombia,Pamplona
7.4004,-7.55,,Côte D’Ivoire,Man
7.4458,151.85,,"Micronesia, Federated States Of",Weno
7.4475,125.8094,,Philippines,Tagum
7.4504,-2.59,,Ghana,Berekum
7.4804,4.56,,Nigeria,Ile-Ife
7.4839,80.3683,,Sri Lanka,Kurunegala
7.4874,134.6265,,Palau,Melekeok
7.5,134.6242,,Palau,Ngerulmud
7.519,-78.166,,Panama,Jaque
7.53,1.12,,Togo,Atakpame
7.5304,5.76,,Nigeria,Ikare
7.5504,37.85,,Ethiopia,Hosa'ina
7.5634,99.608,,Thailand,Trang
7.5704,-9.27,,Guinea,Yomou
7.5905,-1.9395,,Ghana,Techiman
7.6029,125.9629,,Philippines,Nabunturan
7.615,100.081,,Thailand,Phatthalung
7.63,4.18,,Nigeria,Iwo
7.6304,5.22,,Nigeria,Ado-Ekiti
7.68,36.83,,Ethiopia,Jima
7.69,-5.03,,Côte D’Ivoire,Bouake
7.7,27.99,,South Sudan,Wau
7.717,81.7,,Sri Lanka,Batticaloa
7.73,8.53,,Nigeria,Makurdi
7.76,-8.83,,Guinea,N'Zerekore
7.7604,-80.28,,Panama,Las Tablas
7.77,-72.25,,Venezuela,San Cristobal
7.7704,4.56,,Nigeria,Osogbo
7.7844,122.5861,,Philippines,Ipil
7.8004,6.7399,,Nigeria,Lokoja
7.8504,3.93,,Nigeria,Oyo
7.8504,13.6,,Cameroon,Mbe
7.853,123.507,,Philippines,Pagadian
7.8704,9.78,,Nigeria,Wukari
7.8765,98.3815,,Thailand,Phuket
7.8804,-11.19,,Sierra Leone,Kenema
7.9,-67.4699,,Venezuela,San Fernando
7.92,-72.52,,Colombia,Cucuta
7.9281,1.9756,,Benin,Savalou
7.9504,-6.67,,Côte D’Ivoire,Seguela
7.9504,39.1399,,Ethiopia,Asela
7.967,12.2333,,Cameroon,Kontcha
7.97,-80.42,,Panama,Chitre
7.97,-11.74,,Sierra Leone,Bo
7.97,3.59,,Nigeria,Iseyin
7.9833,49.8333,,Somalia,Eyl
8.0034,124.2839,,Philippines,Marawi City
8.0204,-62.41,,Venezuela,Upata
8.0304,-2.8,,Côte D’Ivoire,Bondoukou
8.033,79.826,,Sri Lanka,Puttalam
8.052,98.912,,Thailand,Krabi
8.0555,123.7904,,Philippines,Tubod
8.0662,0.1795,,Ghana,Dambai
8.0671,22.4,,Central African Republic,Ouadda
8.0989,-77.6085,,Panama,Union Choco
8.1,-63.6,,Venezuela,Ciudad Bolivar
8.1004,-80.9833,,Panama,Santiago
8.1004,-76.74,,Colombia,Turbo
8.13,4.24,,Nigeria,Ogbomoso
8.1462,123.8444,,Philippines,Ozamiz City
8.149,35.537,,Ethiopia,Gore
8.154,99.7286,,Thailand,Thung Song
8.1575,125.1278,,Philippines,Malaybalay
8.1712,124.2154,,Philippines,Iligan
8.18,77.43,TamilNadu,India,Nagercoil
8.2,-59.78,,Guyana,Mabaruma
8.2404,-73.35,,Colombia,Ocana
8.25,34.5833,,Ethiopia,Gambela
8.28,-82.87,,Panama,Puerto Armuelles
8.28,-7.684,,Côte D’Ivoire,Touba
8.3028,27.98,,South Sudan,Kuacjok
8.3304,-75.15,,Colombia,Ayapel
8.35,80.3833,,Sri Lanka,Anuradhapura
8.37,-62.62,,Venezuela,Ciudad Guayana
8.3982,-78.1402,,Panama,La Palma
8.4,-71.13,,Venezuela,Merida
8.4,48.5,,Somalia,Garoowe
8.4,77.08,Kerala,India,Neyyattinkara
8.4,99.97,,Thailand,Nakhon Si Thammarat
8.4091,20.653,,Central African Republic,Ndele
8.4167,-9.75,,Liberia,Voinjama
8.4333,-82.4333,,Panama,David
8.4405,-10.85,,Sierra Leone,Koidu-Bulma
8.4508,124.6853,,Philippines,Cagayan de Oro
8.451,98.534,,Thailand,Phangnga
8.47,-13.2342,,Sierra Leone,Freetown
8.4746,-81.6983,,Panama,Buabidi
8.4774,47.3597,,Somalia,Laascaanood
8.4859,123.8048,,Philippines,Oroquieta
8.49,4.55,,Nigeria,Ilorin
8.4904,8.52,,Nigeria,Lafia
8.51,-80.36,,Panama,Penonome
8.51,76.95,Kerala,India,Thiruvananthapuram
8.5304,37.97,,Ethiopia,Giyon
8.5337,28.1167,,South Sudan,Gogrial
8.5337,34.8,,Ethiopia,Dembi Dolo
8.55,16.09,,Chad,Moundou
8.55,39.27,,Ethiopia,Nazret
8.5504,-9.48,,Guinea,Macenta
8.554,-10.151,,Guinea,Gueckedou
8.557,0.985,,Togo,Sotouboua
8.569,81.233,,Sri Lanka,Trincomalee
8.58,125.8964,,Philippines,Prosperidad
8.5883,123.3409,,Philippines,Dipolog
8.6,-70.25,,Venezuela,Barinas
8.6004,33.0666,,South Sudan,Nasir
8.61,77,Kerala,India,Nedumangad
8.65,-83.15,,Costa Rica,Golfito
8.6504,16.85,,Chad,Doba
8.687,-8.657,,Guinea,Beyla
8.73,77.69,TamilNadu,India,Tirunelveli
8.7575,-75.89,,Colombia,Monteria
8.7661,-12.787,,Sierra Leone,Port Loko
8.7666,27.4,,South Sudan,Aweil
8.81,78.14,TamilNadu,India,Thuthukkudi
8.8304,125.13,,Philippines,Gingoog
8.849,7.8736,,Nigeria,Keffi
8.8803,-79.7833,,Panama,La Chorrera
8.8804,-12.05,,Sierra Leone,Makeni
8.89,76.58,Kerala,India,Kollam
8.8903,-64.26,,Venezuela,El Tigre
8.9004,11.36,,Nigeria,Jalingo
8.9126,17.5539,,Chad,Koumra
8.9304,-67.44,,Venezuela,Calabozo
8.9495,125.5436,,Philippines,Butuan
8.95,-79.5667,,Panama,Balboa
8.96,77.31,TamilNadu,India,Tenkasi
8.9604,-83.53,,Costa Rica,Ciudad Cortes
8.968,-79.533,,Panama,Panama City
8.9804,37.85,,Ethiopia,Hagere Hiywet
8.9905,1.15,,Togo,Sokode
9.0003,-73.98,,Colombia,El Banco
9.0104,-71.92,,Venezuela,San Carlos del Zulia
9.0333,38.7,,Ethiopia,Addis Ababa
9.05,-69.75,,Venezuela,Guanare
9.0605,-62.06,,Venezuela,Tucupita
9.0783,126.1986,,Philippines,Tandag
9.08,77.35,TamilNadu,India,Kadayanallur
9.0804,6.01,,Nigeria,Bida
9.083,-1.8188,,Ghana,Damongo
9.0833,7.5333,,Nigeria,Abuja
9.0905,36.53,,Ethiopia,Nek'emte
9.1236,125.5344,,Philippines,Cabadbaran
9.15,18.39,,Chad,Sarh
9.1501,99.3401,,Thailand,Surat Thani
9.167,35.8333,,Ethiopia,Gimbi
9.17,76.49,Kerala,India,Kayankulam
9.17,77.54,TamilNadu,India,Sankarankoil
9.1774,105.15,,Vietnam,Ca Mau
9.18,77.4,TamilNadu,India,Puliyankudi
9.19,77.86,TamilNadu,India,Kovilpatti
9.1905,-10.12,,Guinea,Kissidougou
9.21,-66.02,,Venezuela,Valle de La Pascua
9.21,12.48,,Nigeria,Yola
9.2142,123.515,,Philippines,Siquijor
9.2159,-63.7523,,Venezuela,Chaguarama
9.23,-74.74,,Colombia,Magangue
9.2333,29.8333,,South Sudan,Bentiu
9.2419,-75.816,,Colombia,Lorica
9.2504,124.7156,,Philippines,Mambajao
9.261,0.789,,Togo,Bassar
9.2704,-9.02,,Guinea,Kerouane
9.2804,105.72,,Vietnam,Bac Lieu
9.2904,-75.38,,Colombia,Sincelejo
9.3,-82.4,,Panama,Almirante
9.3,13.39,,Cameroon,Garoua
9.307,123.3074,,Philippines,Dumaguete City
9.3171,15.8,,Chad,Kelo
9.32,-70.62,,Venezuela,Valera
9.32,42.15,,Ethiopia,Harar
9.3354,-82.2475,,Panama,Bocas del Toro
9.34,2.62,,Benin,Parakou
9.3404,-65.32,,Venezuela,Zaraza
9.3504,14.9666,,Chad,Pala Oua
9.3504,42.79,,Ethiopia,Jijiga
9.3642,14.9046,,Chad,Pala
9.365,-79.875,,Panama,Colon
9.37,78.83,TamilNadu,India,Ramanathapuram
9.3804,-70.44,,Venezuela,Trujillo
9.39,76.57,Kerala,India,Tiruvalla
9.395,16.305,,Chad,Lai
9.4004,-0.84,,Ghana,Tamale
9.4004,80.3999,,Sri Lanka,Kilinochchi
9.43,-13.098,,Guinea,Forecariah
9.4337,-0.0167,,Ghana,Yendi
9.44,-64.46,,Venezuela,Anaco
9.46,-5.64,,Côte D’Ivoire,Korhogo
9.46,77.55,TamilNadu,India,Rajapalaiyam
9.46,77.79,TamilNadu,India,Sivakasi
9.4604,12.04,,Nigeria,Numan
9.48,77.83,TamilNadu,India,Thiruthangal
9.4833,50.8167,,Somalia,Bandarbeyla
9.5,76.33,Kerala,India,Alappuzha
9.5004,49.166,,Somalia,Qardho
9.51,78.09,TamilNadu,India,Aruppukkottai
9.5104,-7.58,,Côte D’Ivoire,Odienne
9.5144,138.1292,,"Micronesia, Federated States Of",Colonia
9.52,77.63,TamilNadu,India,Srivilliputtur
9.5204,-82.62,,Costa Rica,Sixaola
9.5221,45.5336,,Somalia,Burco
9.5315,-13.6802,,Guinea,Conakry
9.5358,-75.572,,Colombia,Santiago de Tolu
9.5369,31.656,,South Sudan,Malakal
9.54,78.59,TamilNadu,India,Paramakkudi
9.5417,-78.972,,Panama,Gaigirgordub
9.5511,1.1861,,Togo,Kara
9.56,44.065,,Somalia,Hargeysa
9.5804,-69.2,,Venezuela,Acarigua
9.59,41.86,,Ethiopia,Dire Dawa
9.59,77.95,TamilNadu,India,Virudunagar
9.6,76.52,Kerala,India,Kottayam
9.6004,-5.2,,Côte D’Ivoire,Ferkessedougou
9.6037,105.98,,Vietnam,Soc Trang
9.62,6.55,,Nigeria,Minna
9.658,-68.59,,Venezuela,San Carlos
9.675,80.005,,Sri Lanka,Jaffna
9.6804,39.53,,Ethiopia,Debre Birhan
9.7004,1.68,,Benin,Djougou
9.7204,-75.13,,Colombia,El Carmen de Bolivar
9.74,77.28,TamilNadu,India,Kambam
9.75,-63.17,,Venezuela,Maturin
9.7543,118.7444,,Philippines,Puerto Princesa
9.7843,125.4888,,Philippines,Surigao
9.7845,105.4701,,Vietnam,Vi Thanh
9.8504,-66.38,,Venezuela,Altagracia de Orituco
9.86,78.12,TamilNadu,India,Avaniapuram
9.87,-83.93,,Costa Rica,Cartago
9.8921,43.3853,,Somalia,Baki
9.901,-67.354,,Venezuela,San Juan de los Morros
9.92,78.12,TamilNadu,India,Madurai
9.93,8.89,,Nigeria,Jos
9.9304,13.94,,Cameroon,Guider
9.934,106.334,,Vietnam,Tra Vinh
9.935,-84.0841,,Costa Rica,San Jose
9.94,76.35,Kerala,India,Thrippunithura
9.962,98.638,,Thailand,Ranong
9.9702,-84.8336,,Costa Rica,Puntarenas
9.992,-84.12,,Costa Rica,Heredia
10,-83.0333,,Costa Rica,Puerto Limon
10.01,77.35,TamilNadu,India,Bodinayakkanur
10.0154,105.0914,,Vietnam,Rach Gia
10.02,-84.23,,Costa Rica,Alajuela
10.02,76.22,Kerala,India,Kochi
10.02,77.48,TamilNadu,India,TheniAllinagaram
10.03,76.32,Kerala,India,Edathala
10.0404,-10.75,,Guinea,Faranah
10.0457,11.2131,,Nigeria,Kumo
10.05,-69.3,,Venezuela,Barquisimeto
10.05,76.27,Kerala,India,Kalamassery
10.05,105.77,,Vietnam,Can Tho
10.06,-12.87,,Guinea,Kindia
10.0604,-2.5,,Ghana,Wa
10.067,34.5333,,Ethiopia,Asosa
10.0704,-72.5499,,Venezuela,Machiques
10.12,-66.78,,Venezuela,Ocumare del Tuy
10.1304,-64.72,,Venezuela,Barcelona
10.1336,124.8447,,Philippines,Maasin
10.1453,-61.5074,,Trinidad And Tobago,Siparia
10.17,-64.68,,Venezuela,Puerto La Cruz
10.1741,-61.6841,,Trinidad And Tobago,Point Fortin
10.18,125.5683,,Philippines,San Jose
10.185,-14.043,,Guinea,Boffa
10.19,-70.08,,Venezuela,Carora
10.2085,-61.4527,,Trinidad And Tobago,Debe
10.23,-67.98,,Venezuela,Valencia
